ls11cd,la19nm,IDAOP_london_rank,IDAOP_london_decile,IDACI_london_rank,IDACI_london_decile,Income_london_rank,Income_london_decile,employment_london_rank,employment_london_decile,crime_london_rank,crime_london_decile,barriers_london_rank,barriers_london_decile,livingEnv_london_rank,livingEnv_london_decile,health_london_rank,health_london_decile,edu_london_rank,edu_london_decile
E01000240,Barnet,"9,865",6,13642,6,13892,6,19999,7,15563,7,250,1,9725,6,29663,9,26426,8
E01000241,Barnet,"16,764",8,20903,8,21281,8,27860,9,19355,8,1704,4,11802,7,32334,10,31496,10
E01000242,Barnet,"12,247",7,17216,7,13112,6,15495,5,12135,5,706,2,14489,8,28490,8,29017,9
E01000243,Barnet,"11,356",6,22908,9,18854,8,23716,8,15063,7,2572,6,5126,2,28790,9,27755,8
E01000244,Barnet,"11,137",6,22601,8,20321,8,22860,8,12038,5,2643,6,2831,1,29007,9,25656,7
E01000245,Barnet,"4,688",3,10380,4,8983,4,9813,3,9778,4,2301,5,9019,5,21679,6,20172,5
E01000246,Barnet,"26,973",10,25109,9,26762,9,27831,9,9108,4,1860,4,14047,8,31610,10,31198,10
E01000247,Barnet,"25,165",10,21278,8,20059,8,19922,7,24522,10,2781,6,20763,10,30591,9,30127,9
E01000248,Barnet,"19,202",8,30651,10,27165,9,28987,9,8790,4,4523,10,15516,9,31384,10,31482,10
E01000249,Barnet,"30,971",10,32277,10,31437,10,26762,9,15324,7,4144,9,18222,9,32562,10,31821,10
E01000250,Barnet,"15,779",8,12685,5,15300,6,18377,6,15679,7,3340,7,14715,8,31547,10,29054,9
E01000251,Barnet,"10,890",6,14156,6,11035,5,10435,3,14914,7,3569,8,13305,8,24423,7,24848,7
E01000252,Barnet,"12,016",7,21623,8,16417,7,17637,6,14082,6,2449,6,20457,10,29137,9,30730,9
E01000253,Barnet,"29,469",10,24090,9,27890,10,30107,10,13716,6,1429,3,22627,10,27601,8,29154,9
E01000254,Barnet,"27,966",10,28662,10,28579,10,31105,10,18455,8,3252,7,9273,5,31021,10,30689,9
E01000255,Barnet,"9,505",6,9847,4,10582,4,13154,4,13597,6,2509,6,12365,7,28882,9,25354,7
E01000256,Barnet,"19,428",9,17822,7,19723,8,26979,9,16460,7,2104,5,16810,9,31768,10,29160,9
E01000257,Barnet,"7,434",5,10937,5,8979,4,9751,3,12703,6,1156,3,14265,8,21902,6,15743,3
E01000258,Barnet,"23,072",9,24575,9,24275,9,27890,9,11007,5,4072,9,11644,7,30395,9,29064,9
E01000259,Barnet,"15,902",8,16848,7,17032,7,19832,7,11664,5,2526,6,15873,9,31968,10,28639,8
E01000260,Barnet,"14,413",7,15000,6,14972,6,17840,6,13443,6,383,1,12152,7,28756,9,21242,6
E01000261,Barnet,"21,033",9,31449,10,27097,9,30945,10,28637,10,1535,4,16408,9,32578,10,31884,10
E01000262,Barnet,"10,262",6,18418,7,17210,7,26157,8,22489,9,1699,4,19041,10,31803,10,24324,7
E01000263,Barnet,"28,284",10,31744,10,31818,10,31702,10,21188,9,2998,7,14624,8,32671,10,31787,10
E01000264,Barnet,"12,983",7,13541,6,14146,6,16955,6,13598,6,2398,5,8899,5,30350,9,26596,8
E01000265,Barnet,"11,059",6,13544,6,12969,5,16377,5,21847,9,2877,6,14393,8,26727,8,25897,7
E01000266,Barnet,"23,909",9,27991,10,27414,9,30474,10,8110,3,3936,9,14994,8,31967,10,30659,9
E01000267,Barnet,"17,447",8,17762,7,18565,7,22319,7,25397,10,1916,4,8426,5,29372,9,30360,9
E01000268,Barnet,"17,538",8,6941,3,10687,5,19000,6,18630,8,3574,8,13285,8,29031,9,22903,6
E01000269,Barnet,"27,242",10,17881,7,22236,8,25808,8,13940,6,2981,7,13616,8,31764,10,26465,8
E01000270,Barnet,"19,718",9,20349,8,18355,7,19081,6,15000,7,3248,7,14508,8,32015,10,30040,9
E01000271,Barnet,"25,192",10,27844,9,28349,10,29713,10,23780,10,2635,6,17600,9,32452,10,30811,9
E01000272,Barnet,"25,048",10,32103,10,30815,10,32508,10,16784,7,3988,9,19802,10,31949,10,31830,10
E01000273,Barnet,"11,801",7,15316,6,13572,6,15698,5,18549,8,3406,8,16080,9,28539,9,28957,9
E01000274,Barnet,"12,782",7,12607,5,12948,5,15095,5,17561,8,3517,8,13334,8,27984,8,24193,7
E01000275,Barnet,"14,056",7,11659,5,13890,6,20745,7,27720,10,1420,3,19792,10,28792,9,29716,9
E01000276,Barnet,"26,914",10,31869,10,31263,10,31878,10,30864,10,3325,7,20649,10,32661,10,32273,10
E01000277,Barnet,"7,241",5,19618,8,11081,5,11602,4,28752,10,1468,4,15787,9,26671,8,28453,8
E01000278,Barnet,"25,232",10,31001,10,30148,10,32414,10,30478,10,2768,6,14479,8,32433,10,32060,10
E01000279,Barnet,"32,404",10,32041,10,32440,10,32474,10,8570,4,1263,3,21169,10,32783,10,31123,10
E01000280,Barnet,"28,321",10,32159,10,31895,10,30700,10,25425,10,4111,9,18824,10,32712,10,32085,10
E01000281,Barnet,"7,832",5,25499,9,19336,8,21750,7,19304,8,3313,7,16789,9,28786,9,25974,7
E01000282,Barnet,"24,221",9,29328,10,24495,9,26407,9,13611,6,3647,8,14307,8,32352,10,30925,9
E01000283,Barnet,"26,589",10,31498,10,30868,10,32311,10,28510,10,2959,7,19864,10,32727,10,32446,10
E01000284,Barnet,"7,787",5,11872,5,11861,5,15680,5,18045,8,3173,7,17083,9,25901,7,27035,8
E01000285,Barnet,"20,141",9,12683,5,15593,7,15977,5,13179,6,3127,7,16941,9,25983,7,23595,7
E01000286,Barnet,"10,356",6,9635,4,8775,4,9812,3,7200,3,2295,5,12839,7,22693,6,20812,6
E01000287,Barnet,"8,022",5,11145,5,9601,4,11832,4,11726,5,2557,6,13401,8,22171,6,12759,2
E01000288,Barnet,"13,930",7,20951,8,17775,7,20153,7,15125,7,2982,7,14109,8,30211,9,23923,7
E01000289,Barnet,"7,255",5,3860,1,4091,1,5003,1,6583,3,95,1,16547,9,21072,6,9238,1
E01000290,Barnet,"15,005",8,15969,7,13651,6,12905,4,9251,4,1194,3,20685,10,26065,7,20958,6
E01000291,Barnet,"6,684",4,6021,2,4977,2,5288,1,6270,3,1113,3,22109,10,20149,5,10485,2
E01000292,Barnet,"22,260",9,25431,9,19725,8,17108,6,13764,6,4245,9,16462,9,30345,9,28916,9
E01000293,Barnet,"23,496",9,20693,8,23643,9,26644,9,15240,7,4420,10,14440,8,31374,10,31603,10
E01000294,Barnet,"13,853",7,23566,9,17451,7,15044,5,29109,10,3536,8,21397,10,20573,5,30625,9
E01000295,Barnet,"13,730",7,31024,10,23730,9,22914,8,9175,4,3405,8,3732,2,30624,9,31886,10
E01000296,Barnet,"13,968",7,19814,8,18623,8,23664,8,13009,6,2833,6,13127,7,30194,9,28145,8
E01000297,Barnet,"10,140",6,21602,8,20617,8,26560,9,22390,9,3688,8,15374,8,30976,10,24800,7
E01000298,Barnet,"11,053",6,17965,7,17269,7,26166,8,11476,5,3271,7,10460,6,31538,10,31204,10
E01000299,Barnet,"9,379",6,14786,6,13854,6,21404,7,10309,5,3273,7,3851,2,25202,7,29746,9
E01000300,Barnet,"11,168",6,20739,8,16788,7,21876,7,19354,8,2985,7,13954,8,25728,7,29630,9
E01000301,Barnet,"23,152",9,31526,10,26564,9,25290,8,20484,9,4078,9,14074,8,32019,10,31950,10
E01000302,Barnet,"9,038",5,15014,6,12599,5,15064,5,20855,9,2912,7,16427,9,26172,8,25292,7
E01000303,Barnet,"19,007",8,28283,10,26128,9,30069,10,24865,10,2256,5,21551,10,32083,10,31875,10
E01000304,Barnet,"11,834",7,22234,8,18405,7,21451,7,25561,10,1422,3,12922,7,25168,7,28304,8
E01000305,Barnet,"4,998",4,11357,5,9250,4,10049,3,9339,4,471,1,6512,3,25317,7,17322,4
E01000306,Barnet,"7,276",5,27464,9,20530,8,26653,9,14218,6,2014,5,8081,4,28384,8,19039,5
E01000307,Barnet,"6,706",4,10245,4,10789,5,16027,5,5064,2,1623,4,7576,4,28967,9,14779,3
E01000308,Barnet,"2,394",2,7331,3,6394,2,11234,3,3251,1,731,2,7763,4,23868,7,10346,2
E01000309,Barnet,"14,210",7,17975,7,17904,7,21812,7,17570,8,1445,3,10666,6,31992,10,29214,9
E01000310,Barnet,"9,806",6,16048,7,15185,6,20489,7,12245,5,805,2,9884,6,26473,8,17988,4
E01000311,Barnet,"23,247",9,31564,10,27778,9,23824,8,8559,4,3187,7,7921,4,32457,10,30927,9
E01000312,Barnet,954,1,14287,6,10365,4,13246,4,19877,8,57,1,14245,8,19872,5,22228,6
E01000313,Barnet,"7,400",5,20794,8,14288,6,17359,6,13714,6,974,3,8780,5,24532,7,20002,5
E01000314,Barnet,"16,886",8,26942,9,24826,9,29412,9,7767,3,2728,6,11495,7,31396,10,29944,9
E01000315,Barnet,"2,376",2,7096,3,4566,2,5523,1,5205,2,1721,4,15883,9,21044,6,11724,2
E01000316,Barnet,"6,458",4,12886,5,11715,5,16565,5,5821,2,1866,4,8336,5,29122,9,28917,9
E01000317,Barnet,"9,871",6,23473,9,16656,7,23551,8,19851,8,3481,8,13906,8,29939,9,30410,9
E01000318,Barnet,"8,538",5,16949,7,13697,6,22639,8,7427,3,3385,8,11255,6,30051,9,29257,9
E01000319,Barnet,"15,777",8,23872,9,20211,8,25969,8,13627,6,3676,8,13111,7,30986,10,31025,9
E01000320,Barnet,"16,662",8,19794,8,20039,8,28211,9,22301,9,2913,7,15507,9,32351,10,31681,10
E01000321,Barnet,"11,829",7,15638,6,15777,7,16894,6,17704,8,3524,8,8141,4,29450,9,28027,8
E01000322,Barnet,"12,386",7,13722,6,13250,6,16695,6,20406,9,3020,7,9423,5,30547,9,30405,9
E01000323,Barnet,"8,541",5,17077,7,13911,6,16753,6,7155,3,2997,7,6070,3,23165,6,27466,8
E01000324,Barnet,"15,604",8,19456,8,17223,7,17485,6,13541,6,3613,8,13878,8,24311,7,27875,8
E01000325,Bexley,"29,667",10,24907,9,28876,10,29315,9,22680,9,4472,10,19790,10,31283,10,20414,5
E01000326,Bexley,"27,957",10,18538,7,25513,9,28337,9,17994,8,1977,5,10548,6,29568,9,16357,4
E01000327,Bexley,"28,788",10,25892,9,27897,10,26454,9,20173,9,4396,10,18173,9,26329,8,20161,5
E01000328,Bexley,"28,046",10,23985,9,26223,9,25006,8,6346,3,4261,9,20507,10,25850,7,15660,3
E01000329,Bexley,"24,003",9,14029,6,16771,7,17475,6,10434,5,3728,8,15410,9,28111,8,13408,3
E01000330,Bexley,"16,208",8,11820,5,14673,6,14920,5,20196,9,3617,8,7716,4,17671,4,19022,5
E01000331,Bexley,"15,887",8,9096,4,10446,4,7741,2,11762,5,1513,4,13336,8,16081,4,7354,1
E01000332,Bexley,"21,322",9,11860,5,15441,6,16767,6,10338,5,4267,9,11560,7,27166,8,16002,4
E01000333,Bexley,"11,410",6,8250,4,9048,4,8944,3,13568,6,3839,8,12870,7,15132,3,6955,1
E01000334,Bexley,"21,763",9,16179,7,19545,8,20681,7,21251,9,3124,7,20383,10,26706,8,13195,3
E01000335,Bexley,"7,791",5,8712,4,9659,4,13444,4,6157,2,130,1,7765,4,22863,6,6072,1
E01000336,Bexley,"4,610",3,4949,2,5380,2,7733,2,10661,5,1184,3,10154,6,18041,4,10872,2
E01000337,Bexley,"22,349",9,3957,2,9209,4,13780,4,16148,7,3207,7,12930,7,26075,7,16945,4
E01000338,Bexley,"14,599",7,11499,5,13351,6,18643,6,12430,6,3172,7,7874,4,20061,5,15311,3
E01000339,Bexley,"22,231",9,11429,5,15060,6,12796,4,18952,8,4584,10,21316,10,20683,5,11779,2
E01000340,Bexley,"22,802",9,17036,7,20657,8,26809,9,25249,10,3105,7,9878,6,23155,6,13894,3
E01000341,Bexley,"24,027",9,22290,8,23147,9,22462,7,25349,10,4640,10,18202,9,27073,8,17456,4
E01000342,Bexley,"24,654",9,31922,10,29792,10,27700,9,19002,8,4130,9,12418,7,28826,9,15355,3
E01000343,Bexley,"23,759",9,24038,9,25020,9,25165,8,23424,9,4634,10,16313,9,28161,8,16598,4
E01000344,Bexley,"28,104",10,28897,10,29905,10,27417,9,23973,10,4669,10,21032,10,25951,7,19658,5
E01000345,Bexley,"29,557",10,27041,9,28373,10,29876,10,26326,10,4595,10,17141,9,26773,8,19400,5
E01000346,Bexley,"23,725",9,23904,9,25361,9,24419,8,17038,8,4717,10,12007,7,26563,8,17124,4
E01000347,Bexley,"13,949",7,22856,8,20119,8,27847,9,23527,9,4397,10,13525,8,24499,7,11936,2
E01000348,Bexley,"32,075",10,32050,10,32274,10,30136,10,25763,10,4551,10,19535,10,30818,9,19364,5
E01000349,Bexley,"28,239",10,24718,9,26709,9,29537,9,27447,10,3044,7,18075,9,30003,9,22107,6
E01000350,Bexley,"28,173",10,24642,9,27061,9,29517,9,24819,10,4488,10,14698,8,27312,8,15173,3
E01000351,Bexley,"29,491",10,20304,8,26277,9,28180,9,26087,10,3939,9,21603,10,29869,9,16270,4
E01000352,Bexley,"14,762",7,15102,6,16410,7,21189,7,18379,8,3597,8,12508,7,26213,8,12768,2
E01000353,Bexley,"29,762",10,21505,8,27233,9,29701,9,21791,9,4804,10,19094,10,31256,10,22175,6
E01000354,Bexley,"11,874",7,11682,5,11183,5,9377,3,25839,10,3771,8,14139,8,16840,4,11413,2
E01000355,Bexley,"27,394",10,29285,10,28876,10,25703,8,21680,9,4501,10,16893,9,26368,8,15981,4
E01000356,Bexley,"31,474",10,19977,8,25543,9,20669,7,23903,10,4781,10,19772,10,28103,8,19283,5
E01000357,Bexley,"30,765",10,30683,10,32193,10,31275,10,26262,10,4786,10,19514,10,30783,9,19967,5
E01000358,Bexley,"25,336",10,24738,9,27044,9,28165,9,26791,10,4676,10,17887,9,29404,9,19916,5
E01000359,Bexley,"32,425",10,19899,8,27743,9,27573,9,27876,10,4415,10,17686,9,30561,9,21706,6
E01000360,Bexley,"18,459",8,16179,7,15126,6,16221,5,10835,5,3339,7,7322,4,15529,3,24063,7
E01000361,Bexley,"24,212",9,18021,7,20428,8,20974,7,21920,9,3891,9,15551,9,27815,8,18642,5
E01000362,Bexley,"28,188",10,14233,6,20734,8,22728,8,9089,4,4002,9,14361,8,27999,8,18691,5
E01000363,Bexley,"25,153",10,22223,8,24566,9,23463,8,23169,9,4154,9,13226,8,26560,8,22178,6
E01000364,Bexley,"23,391",9,15409,6,20925,8,23497,8,23577,9,2710,6,11479,7,23280,6,19119,5
E01000365,Bexley,"17,621",8,15012,6,17540,7,21601,7,7808,3,4095,9,12626,7,22519,6,21909,6
E01000366,Bexley,"21,221",9,12590,5,18305,7,23239,8,20105,9,4554,10,16598,9,27379,8,23145,6
E01000367,Bexley,"14,833",7,3984,2,6346,2,5354,1,12910,6,1973,5,18496,10,19056,5,6357,1
E01000368,Bexley,"9,033",5,3342,1,4643,2,5709,1,18825,8,1310,3,18421,9,16226,4,4316,1
E01000369,Bexley,"23,659",9,14191,6,16627,7,15794,5,19994,9,4557,10,14829,8,24292,7,13058,3
E01000370,Bexley,"24,782",9,19083,8,20618,8,18366,6,26283,10,4174,9,16834,9,25739,7,18016,4
E01000371,Bexley,"29,837",10,20603,8,25386,9,28189,9,25355,10,3727,8,18266,9,28547,9,18199,4
E01000372,Bexley,"12,623",7,5944,2,6844,3,5398,1,18397,8,3288,7,14023,8,10897,2,8262,1
E01000373,Bexley,"6,566",4,14610,6,11999,5,11637,4,8019,3,399,1,17546,9,13403,3,6169,1
E01000374,Bexley,"5,978",4,6072,2,4464,2,2883,1,15795,7,1278,3,8643,5,6984,1,3515,1
E01000375,Bexley,"12,984",7,14298,6,14696,6,15158,5,15655,7,4212,9,10116,6,22035,6,10273,2
E01000376,Bexley,"16,182",8,17788,7,18994,8,22035,7,6213,3,4070,9,9979,6,20021,5,15680,3
E01000377,Bexley,"25,804",10,21007,8,22769,9,18553,6,14443,6,3761,8,19348,10,27872,8,16273,4
E01000378,Bexley,"16,135",8,12270,5,13316,6,13445,4,13833,6,2563,6,9478,5,19297,5,12751,2
E01000379,Bexley,"16,619",8,10387,4,13481,6,17457,6,12668,6,3573,8,9569,5,24356,7,11604,2
E01000380,Bexley,"7,304",5,12388,5,12113,5,14886,5,27014,10,339,1,20786,10,20017,5,8378,1
E01000381,Bexley,"11,830",7,9694,4,10591,4,8681,2,17832,8,583,2,13672,8,16553,4,9493,1
E01000382,Bexley,"29,431",10,29244,10,30202,10,28879,9,26050,10,2698,6,23013,10,29621,9,26093,8
E01000383,Bexley,"24,235",9,14024,6,16241,7,15264,5,3616,1,1967,5,17368,9,21461,6,13929,3
E01000384,Bexley,"16,409",8,14373,6,16936,7,23840,8,20396,9,4004,9,10283,6,26374,8,22241,6
E01000385,Bexley,"9,656",6,4023,2,5550,2,7871,2,13208,6,1719,4,15405,8,8367,1,7580,1
E01000386,Bexley,"5,310",4,4309,2,3904,1,3386,1,11388,5,1401,3,13632,8,5077,1,5188,1
E01000387,Bexley,"26,540",10,22548,8,22375,8,19607,7,18973,8,1966,5,22313,10,26716,8,21410,6
E01000388,Bexley,"22,647",9,21260,8,21554,8,22645,8,12129,5,4596,10,16136,9,28181,8,18682,5
E01000389,Bexley,"23,993",9,13693,6,19233,8,22297,7,15658,7,3593,8,19892,10,29651,9,20716,5
E01000390,Bexley,"23,923",9,25588,9,24711,9,26748,9,17907,8,4022,9,14848,8,22867,6,17902,4
E01000391,Bexley,"19,371",8,19542,8,18666,8,19445,6,21106,9,3942,9,11836,7,28045,8,12434,2
E01000392,Bexley,"8,424",5,9270,4,10102,4,13977,5,19900,8,2335,5,8053,4,16975,4,11558,2
E01000393,Bexley,"21,442",9,27800,9,27079,9,28146,9,16221,7,4375,10,8692,5,27829,8,21433,6
E01000394,Bexley,"17,635",8,20887,8,20591,8,24168,8,23040,9,4104,9,18759,10,25082,7,24034,7
E01000395,Bexley,"29,318",10,30160,10,30614,10,30662,10,28429,10,4565,10,17297,9,28552,9,21972,6
E01000396,Bexley,"27,123",10,25353,9,27033,9,28391,9,29577,10,4186,9,12931,7,24118,7,19145,5
E01000398,Bexley,"12,616",7,14651,6,13764,6,11619,4,28072,10,3034,7,14975,8,22736,6,7431,1
E01000399,Bexley,"24,326",9,26937,9,26975,9,27007,9,23144,9,4210,9,13500,8,30155,9,13539,3
E01000400,Bexley,"22,298",9,15835,7,17500,7,14351,5,22683,9,4527,10,10311,6,25420,7,15795,4
E01000401,Bexley,"9,034",5,11493,5,11402,5,13138,4,21288,9,3449,8,11508,7,16258,4,10305,2
E01000402,Bexley,"11,521",6,7930,3,9683,4,11589,4,11406,5,1912,4,15210,8,19848,5,13047,3
E01000403,Bexley,"9,879",6,5729,2,6803,3,9269,3,2054,1,1922,4,19398,10,18842,5,12324,2
E01000404,Bexley,"3,851",3,4631,2,5513,2,9014,3,8973,4,1321,3,17187,9,13754,3,11880,2
E01000405,Bexley,"10,544",6,7479,3,8393,3,10567,3,10551,5,998,3,7916,4,13397,3,13027,3
E01000406,Bexley,"11,480",6,7770,3,10525,4,15402,5,7299,3,1959,5,11289,7,18819,5,13265,3
E01000407,Bexley,"15,965",8,15875,7,16991,7,18927,6,20189,9,4185,9,10078,6,24785,7,14097,3
E01000408,Bexley,"14,896",7,4367,2,8051,3,12227,4,11149,5,3963,9,9075,5,17183,4,12404,2
E01000409,Bexley,"29,534",10,28512,10,29497,10,28096,9,30627,10,4642,10,19945,10,30594,9,15313,3
E01000410,Bexley,"28,421",10,27173,9,30071,10,30490,10,18861,8,4297,9,16201,9,27041,8,17174,4
E01000411,Bexley,"24,926",10,24068,9,24914,9,26205,9,22532,9,4443,10,12065,7,27296,8,15095,3
E01000412,Bexley,"22,219",9,30285,10,29200,10,28764,9,24683,10,2924,7,15478,9,27712,8,18470,5
E01000413,Bexley,"20,947",9,23091,9,23481,9,25444,8,18643,8,4187,9,15980,9,27456,8,11670,2
E01000414,Bexley,"18,698",8,15033,6,17554,7,24008,8,9448,4,4229,9,8969,5,28556,9,19437,5
E01000415,Bexley,"29,463",10,29488,10,28947,10,29361,9,20251,9,4719,10,19400,10,30356,9,17362,4
E01000416,Bexley,"8,353",5,8770,4,8939,4,11067,3,3017,1,2070,5,19051,10,21601,6,16073,4
E01000417,Bexley,"18,862",8,10934,5,14698,6,15673,5,12640,6,1565,4,14389,8,21466,6,15623,3
E01000418,Bexley,"9,783",6,10908,5,12222,5,21350,7,15209,7,1355,3,13600,8,25008,7,14980,3
E01000419,Bexley,"25,684",10,22733,8,26330,9,26399,9,22967,9,3886,9,15150,8,26760,8,19802,5
E01000420,Bexley,"18,419",8,17472,7,20887,8,21236,7,23267,9,4453,10,19605,10,26570,8,12451,2
E01000421,Bexley,"29,603",10,26192,9,28513,10,25161,8,26116,10,4148,9,20068,10,24878,7,22611,6
E01000422,Bexley,"2,468",2,3230,1,2952,1,5771,1,6578,3,679,2,22167,10,15567,4,12851,2
E01000423,Bexley,"25,558",10,25580,9,28011,10,28631,9,28696,10,4629,10,16199,9,31110,10,21509,6
E01000424,Bexley,"24,097",9,27593,9,28623,10,30066,10,18792,8,4517,10,8923,5,31046,10,28240,8
E01000425,Bexley,"21,250",9,31924,10,28242,10,28237,9,31390,10,3764,8,22580,10,23986,7,23440,7
E01000426,Bexley,"17,584",8,16336,7,20158,8,27287,9,28205,10,3890,9,8907,5,27434,8,20705,5
E01000427,Bexley,"17,946",8,21295,8,18478,7,18238,6,23319,9,3013,7,17109,9,28280,8,19191,5
E01000428,Bexley,"15,391",8,1094,1,10238,4,13516,4,13499,6,1747,4,17386,9,10735,2,13210,3
E01000429,Bexley,"6,574",4,3946,2,3725,1,3836,1,5145,2,217,1,16491,9,9119,1,8290,1
E01000430,Bexley,"14,255",7,10560,5,12720,5,16165,5,22692,9,1782,4,25612,10,24645,7,18163,4
E01000431,Bexley,"8,980",5,2849,1,3783,1,5651,1,9741,4,914,2,16359,9,12705,3,8362,1
E01000432,Bexley,"11,717",6,8649,4,9239,4,10963,3,10773,5,2704,6,17535,9,17269,4,9543,1
E01000433,Bexley,"9,682",6,4725,2,5321,2,5553,1,6682,3,1492,4,15764,9,7917,1,9099,1
E01000434,Bexley,"6,390",4,4815,2,4547,2,4318,1,18891,8,1791,4,16635,9,7618,1,2803,1
E01000435,Bexley,"13,239",7,3729,1,6342,2,9333,3,7513,3,797,2,15564,9,18513,5,7738,1
E01000436,Bexley,"28,209",10,28594,10,29271,10,28291,9,31786,10,4762,10,19294,10,30098,9,19031,5
E01000437,Bexley,"22,211",9,15216,6,18119,7,19751,7,17446,8,4235,9,17833,9,20868,6,14217,3
E01000438,Bexley,"19,876",9,11198,5,17944,7,22861,8,16334,7,4183,9,11304,7,26117,8,11678,2
E01000439,Bexley,"11,584",6,8314,4,9846,4,10185,3,9062,4,4310,9,9522,5,21925,6,9150,1
E01000440,Bexley,"28,623",10,24084,9,29430,10,26100,8,21428,9,4620,10,17119,9,31334,10,13482,3
E01000441,Bexley,"8,455",5,4152,2,5791,2,7866,2,10560,5,3511,8,17738,9,12684,3,7879,1
E01000442,Bexley,"19,019",8,14727,6,17393,7,16716,6,25746,10,4064,9,16822,9,26565,8,12459,2
E01000443,Bexley,"15,010",8,22063,8,16335,7,12544,4,21652,9,3285,7,12696,7,16511,4,15400,3
E01000444,Bexley,"30,892",10,31271,10,30995,10,27080,9,19335,8,3258,7,19257,10,31680,10,26437,8
E01000445,Bexley,"32,015",10,26618,9,30446,10,30436,10,23408,9,4001,9,21800,10,30615,9,20565,5
E01000446,Bexley,"25,014",10,29376,10,29208,10,29392,9,25590,10,4675,10,16476,9,26028,7,19571,5
E01000447,Bexley,"19,144",8,19364,8,21392,8,25594,8,11787,5,4326,9,12996,7,26209,8,26012,7
E01000448,Bexley,"32,635",10,26211,9,31421,10,30971,10,26298,10,4758,10,22292,10,29057,9,28670,8
E01000449,Bexley,"31,687",10,31918,10,31130,10,29573,9,14104,6,4678,10,20148,10,27245,8,28169,8
E01000450,Bexley,"16,741",8,13394,6,13350,6,11969,4,18452,8,3417,8,19052,10,22844,6,14365,3
E01000451,Bexley,"28,282",10,25042,9,27792,9,28559,9,26630,10,4462,10,15268,8,28641,9,15690,3
E01000452,Bexley,"26,150",10,24371,9,24703,9,27354,9,27330,10,4686,10,14858,8,28518,8,18014,4
E01000453,Bexley,"28,698",10,19784,8,25593,9,27718,9,23648,9,4713,10,15019,8,29599,9,14292,3
E01000454,Bexley,"14,436",7,14081,6,14201,6,14336,5,12800,6,3982,9,13839,8,20505,5,11871,2
E01000455,Bexley,"24,753",9,24548,9,26465,9,26843,9,20745,9,4616,10,15283,8,27861,8,16605,4
E01000456,Bexley,"25,777",10,28099,10,28810,10,27598,9,27958,10,4585,10,16429,9,30688,9,19558,5
E01000457,Bexley,"19,140",8,15788,7,19290,8,24996,8,16014,7,3669,8,15445,9,23014,6,18929,5
E01000458,Bexley,"20,598",9,29178,10,27089,9,30035,10,27624,10,3867,8,22803,10,27098,8,27557,8
E01000459,Bexley,"16,983",8,9685,4,13593,6,16908,6,19290,8,3715,8,20454,10,22835,6,21552,6
E01000460,Bexley,"29,081",10,26242,9,30034,10,30271,10,26724,10,3590,8,26137,10,31380,10,23869,7
E01000461,Bexley,"27,811",10,26867,9,29233,10,29258,9,19870,8,3049,7,20963,10,31722,10,23255,6
E01000462,Bexley,"17,001",8,10805,5,16222,7,21635,7,23182,9,3879,9,7436,4,23026,6,18275,4
E01000463,Bexley,"30,840",10,25933,9,29737,10,29283,9,29454,10,4643,10,18201,9,27034,8,22792,6
E01000464,Bexley,"2,275",2,5178,2,5788,2,10034,3,15778,7,1609,4,22507,10,18909,5,14767,3
E01000465,Bexley,"8,033",5,3772,1,5228,2,7729,2,18185,8,1614,4,23999,10,15014,3,10042,2
E01000466,Bexley,"8,381",5,8672,4,7776,3,10289,3,17828,8,1473,4,24681,10,20951,6,14524,3
E01000467,Bexley,"13,795",7,7601,3,9872,4,15515,5,19365,8,2188,5,19929,10,23187,6,18035,4
E01000468,Bexley,"7,506",5,9676,4,9787,4,17728,6,19331,8,139,1,24843,10,24172,7,26380,8
E01000469,Bexley,"10,442",6,10591,5,11177,5,14960,5,11468,5,1542,4,20331,10,20180,5,21505,6
E01000470,Bexley,"2,685",2,6675,3,4466,2,4602,1,2552,1,488,2,21844,10,14960,3,10233,2
E01000471,Brent,"7,252",5,20763,8,16697,7,18730,6,20490,9,181,1,12175,7,22944,6,12182,2
E01000472,Brent,"6,763",4,8100,3,11149,5,23212,8,16042,7,273,1,3827,2,26106,8,19631,5
E01000473,Brent,"7,244",5,12273,5,10960,5,15315,5,14053,6,408,1,8910,5,26425,8,9801,2
E01000474,Brent,"4,182",3,17438,7,13554,6,17174,6,23259,9,348,1,15033,8,27200,8,9283,1
E01000475,Brent,"3,895",3,18318,7,13267,6,19273,6,23209,9,71,1,12433,7,28063,8,18822,5
E01000476,Brent,"8,800",5,19694,8,16687,7,22147,7,10748,5,1229,3,9031,5,29600,9,9107,1
E01000477,Brent,"8,099",5,17582,7,14969,6,21110,7,18394,8,82,1,9135,5,28680,9,8255,1
E01000478,Brent,"7,225",5,12946,6,12137,5,20258,7,10325,5,504,2,4963,2,29362,9,12606,2
E01000479,Brent,"11,522",6,15912,7,15423,6,18743,6,15247,7,1685,4,11988,7,29880,9,24645,7
E01000480,Brent,"16,528",8,20637,8,21187,8,26490,9,10519,5,2653,6,11798,7,29115,9,28680,8
E01000481,Brent,"8,555",5,10152,4,8890,4,10094,3,15466,7,60,1,8366,5,23688,7,25132,7
