ls11cd,la19nm,IDAOP_london_rank,IDAOP_london_decile,IDACI_london_rank,IDACI_london_decile,Income_london_rank,Income_london_decile,employment_london_rank,employment_london_decile,crime_london_rank,crime_london_decile,barriers_london_rank,barriers_london_decile,livingEnv_london_rank,livingEnv_london_decile,health_london_rank,health_london_decile,edu_london_rank,edu_london_decile
E01004201,Tower Hamlets,937,1,7341,3,6612,3,11207,3,11350,5,2929,7,8215,5,13299,3,18721,5
E01004202,Tower Hamlets,544,1,5083,2,10362,4,17326,6,2523,1,2763,6,5034,2,10302,2,25709,7
E01004203,Tower Hamlets,"1,852",2,7797,3,9119,4,14961,5,1884,1,2717,6,5027,2,9530,2,20447,5
E01004204,Tower Hamlets,"1,059",1,6165,3,4625,2,7539,2,6840,3,3215,7,6614,3,6251,1,13484,3
E01004205,Tower Hamlets,20,1,7565,3,3626,1,5378,1,6033,2,2565,6,9129,5,5942,1,10571,2
E01004206,Tower Hamlets,64,1,2696,1,1804,1,4234,1,3262,1,2562,6,10562,6,6290,1,9678,1
E01004207,Tower Hamlets,"2,051",2,8037,3,6101,2,6978,2,3435,1,2659,6,3675,2,9847,2,13523,3
E01004208,Tower Hamlets,"4,706",3,4924,2,13795,6,22005,7,1740,1,1993,5,1031,1,20530,5,24783,7
E01004209,Tower Hamlets,168,1,3392,1,2205,1,5408,1,1033,1,2515,6,8019,4,8647,1,10662,2
E01004211,Tower Hamlets,406,1,6248,3,9307,4,13898,4,967,1,1936,5,2990,1,6611,1,28428,8
E01004212,Tower Hamlets,"1,437",1,6890,3,11068,5,17924,6,5486,2,2022,5,5284,3,10985,2,18714,5
E01004214,Tower Hamlets,521,1,6892,3,3414,1,4194,1,18400,8,3195,7,18099,9,9269,1,5630,1
E01004215,Tower Hamlets,"1,064",1,9487,4,12145,5,20511,7,25689,10,2347,5,9191,5,16782,4,21425,6
E01004216,Tower Hamlets,"3,004",2,12286,5,15389,6,22731,8,26777,10,3130,7,18895,10,11721,2,23592,7
E01004217,Tower Hamlets,"4,449",3,11253,5,9317,4,12248,4,8484,4,3225,7,16455,9,11936,2,21861,6
E01004218,Tower Hamlets,"10,125",6,12043,5,16573,7,21043,7,12443,6,3773,8,19847,10,22346,6,26821,8
E01004219,Tower Hamlets,157,1,3478,1,5543,2,12352,4,1794,1,1520,4,4166,2,11065,2,16897,4
E01004221,Tower Hamlets,"2,813",2,7003,3,10971,5,17069,6,20961,9,3459,8,15559,9,8017,1,23740,7
E01004222,Tower Hamlets,"1,229",1,3584,1,3106,1,5237,1,5456,2,2947,7,12586,7,7130,1,9363,1
E01004223,Tower Hamlets,"1,838",2,4442,2,4442,2,7078,2,2182,1,3352,7,7611,4,8818,1,12417,2
E01004224,Tower Hamlets,"1,999",2,2970,1,6489,3,11423,4,3579,1,2905,7,9275,5,5938,1,14208,3
E01004225,Tower Hamlets,"8,211",5,8537,4,19542,8,28102,9,17255,8,1874,4,20,1,17872,4,23642,7
E01004226,Tower Hamlets,"5,060",4,3517,1,5264,2,10317,3,4425,2,2820,6,15882,9,15260,3,13495,3
E01004228,Tower Hamlets,"4,749",3,15817,7,12809,5,15277,5,3978,2,3792,8,10481,6,12539,2,19476,5
E01004229,Tower Hamlets,"3,539",3,5896,2,7797,3,11854,4,8527,4,2845,6,7730,4,12328,2,19356,5
E01004230,Tower Hamlets,"3,485",3,7152,3,7710,3,11941,4,4262,2,3121,7,7317,4,11603,2,15802,4
E01004231,Tower Hamlets,940,1,6762,3,5201,2,8407,2,4352,2,2534,6,8927,5,11162,2,11943,2
E01004232,Tower Hamlets,"7,286",5,13781,6,16812,7,22641,8,1013,1,3694,8,2915,1,22894,6,27068,8
E01004233,Tower Hamlets,820,1,2841,1,3554,1,7976,2,10549,5,3101,7,11740,7,15051,3,10613,2
E01004234,Tower Hamlets,"9,453",6,14386,6,14721,6,20450,7,282,1,3870,9,1549,1,21438,6,30076,9
E01004235,Tower Hamlets,510,1,6352,3,3528,1,6629,2,14589,7,2680,6,12106,7,13829,3,8809,1
E01004236,Tower Hamlets,98,1,5597,2,2973,1,6368,2,1403,1,2749,6,15197,8,8972,1,9095,1
E01004237,Tower Hamlets,"5,015",4,4136,2,5089,2,9919,3,3591,1,3216,7,6363,3,16260,4,18464,5
E01004238,Tower Hamlets,154,1,2545,1,5110,2,11594,4,3925,2,1578,4,7844,4,14156,3,17858,4
E01004239,Tower Hamlets,907,1,6856,3,3158,1,4526,1,1263,1,2050,5,12744,7,9244,1,8854,1
E01004240,Tower Hamlets,"1,562",2,6795,3,4558,2,8328,2,6563,3,2518,6,13922,8,14301,3,8671,1
E01004241,Tower Hamlets,512,1,8639,4,3915,1,5358,1,5526,2,2739,6,10835,6,7834,1,8830,1
E01004242,Tower Hamlets,499,1,6288,3,7030,3,11988,4,12110,5,1664,4,11014,6,14039,3,13945,3
E01004243,Tower Hamlets,"1,104",1,3994,2,3864,1,7164,2,6863,3,3019,7,3941,2,16176,4,5465,1
E01004244,Tower Hamlets,507,1,7465,3,2700,1,2550,1,3800,2,3347,7,8855,5,7921,1,7086,1
E01004245,Tower Hamlets,"1,025",1,3352,1,1707,1,4641,1,3940,2,765,2,8423,5,7873,1,6027,1
E01004246,Tower Hamlets,"4,895",4,4107,2,6099,2,13464,4,1427,1,2243,5,10644,6,15354,3,14134,3
E01004247,Tower Hamlets,269,1,2442,1,2273,1,5571,1,4320,2,2593,6,6567,3,7141,1,7370,1
E01004248,Tower Hamlets,766,1,3836,1,2070,1,4939,1,11804,5,2017,5,9828,6,6920,1,2972,1
E01004249,Tower Hamlets,"1,459",1,3433,1,2524,1,3932,1,2995,1,1363,3,8810,5,11392,2,7430,1
E01004250,Tower Hamlets,711,1,4983,2,2463,1,4240,1,8877,4,3080,7,14397,8,7452,1,5943,1
E01004251,Tower Hamlets,"1,291",1,8587,4,6552,3,11948,4,4437,2,2519,6,10990,6,11436,2,14063,3
E01004252,Tower Hamlets,227,1,2032,1,3024,1,6664,2,7522,3,1846,4,13863,8,6353,1,19176,5
E01004253,Tower Hamlets,"1,236",1,6475,3,5944,2,10442,3,8336,4,2836,6,13180,7,15086,3,9331,1
E01004254,Tower Hamlets,"10,462",6,5091,2,15403,6,24774,8,4697,2,3425,8,1972,1,24642,7,27238,8
E01004255,Tower Hamlets,439,1,5089,2,3679,1,6024,1,8636,4,2550,6,9266,5,8898,1,13055,3
E01004256,Tower Hamlets,271,1,5043,2,3000,1,5962,1,11989,5,2664,6,8890,5,11757,2,8103,1
E01004257,Tower Hamlets,"1,896",2,7785,3,5463,2,10235,3,2855,1,2986,7,7577,4,11232,2,8492,1
E01004258,Tower Hamlets,"5,942",4,13954,6,12575,5,15498,5,11422,5,1351,3,4591,2,20254,5,25568,7
E01004259,Tower Hamlets,"2,043",2,4071,2,9303,4,14497,5,3961,2,2993,7,4726,2,9731,2,24418,7
E01004260,Tower Hamlets,594,1,4832,2,4372,2,9368,3,10548,5,2435,6,7934,4,8998,1,11154,2
E01004261,Tower Hamlets,382,1,3452,1,10457,4,22825,8,14896,7,1705,4,2465,1,11369,2,9078,1
E01004262,Tower Hamlets,723,1,8251,4,9061,4,14698,5,4526,2,2805,6,3755,2,7752,1,12810,2
E01004263,Tower Hamlets,"3,362",3,5747,2,5458,2,7706,2,6883,3,3254,7,7988,4,9901,2,7768,1
E01004264,Tower Hamlets,367,1,6927,3,4368,2,8642,2,11260,5,1182,3,9756,6,7769,1,10828,2
E01004266,Tower Hamlets,"4,719",3,4567,2,6969,3,12940,4,5277,2,3233,7,5976,3,14124,3,17208,4
E01004267,Tower Hamlets,780,1,1636,1,4497,2,9591,3,2294,1,2807,6,2838,1,14406,3,23029,6
E01004268,Tower Hamlets,581,1,4770,2,3680,1,6345,2,19864,8,1950,5,10850,6,6762,1,11128,2
E01004269,Tower Hamlets,"1,799",2,4396,2,5432,2,11190,3,2915,1,2409,5,6554,3,8093,1,17331,4
E01004270,Tower Hamlets,"1,455",1,5106,2,11744,5,22974,8,1797,1,2078,5,5964,3,22482,6,23195,6
E01004271,Tower Hamlets,833,1,6262,3,5467,2,11410,4,7261,3,2484,6,7422,4,9699,2,10370,2
E01004272,Tower Hamlets,162,1,6222,3,3077,1,7014,2,8162,3,2007,5,14821,8,12321,2,7642,1
E01004273,Tower Hamlets,375,1,3512,1,2848,1,6542,2,4859,2,2021,5,11866,7,14032,3,8047,1
E01004274,Tower Hamlets,355,1,6306,3,5224,2,9916,3,22842,9,3025,7,19171,10,19041,5,13744,3
E01004275,Tower Hamlets,"6,229",4,15568,6,16440,7,21558,7,24221,10,3543,8,13248,8,20434,5,17728,4
E01004276,Tower Hamlets,"26,180",10,21549,8,31509,10,32613,10,30108,10,3864,8,11759,7,29654,9,27528,8
E01004277,Tower Hamlets,"18,533",8,23128,9,28405,10,27005,9,32748,10,2127,5,20412,10,22494,6,29500,9
E01004280,Tower Hamlets,817,1,3851,1,5195,2,10218,3,23682,10,3096,7,12182,7,16434,4,14697,3
E01004281,Tower Hamlets,"12,452",7,18878,7,23652,9,30174,10,23879,10,3633,8,12962,7,22536,6,31029,10
E01004283,Tower Hamlets,"2,002",2,4489,2,4683,2,10881,3,13726,6,2602,6,6214,3,12293,2,12953,2
E01004284,Tower Hamlets,122,1,3079,1,3396,1,8516,2,11967,5,1975,5,11665,7,10296,2,18617,5
E01004285,Tower Hamlets,248,1,5763,2,3001,1,6403,2,8919,4,1211,3,9799,6,8068,1,5637,1
E01004286,Tower Hamlets,"1,176",1,6766,3,4228,1,5487,1,5300,2,3156,7,3597,2,10443,2,12259,2
E01004287,Tower Hamlets,340,1,7264,3,4514,2,9711,3,14048,6,2879,6,6285,3,11422,2,13937,3
E01004288,Tower Hamlets,957,1,7921,3,3503,1,5647,1,8905,4,2702,6,7541,4,5989,1,8278,1
E01004289,Tower Hamlets,888,1,6930,3,5970,2,7920,2,4731,2,2909,7,4489,2,4547,1,16770,4
E01004290,Tower Hamlets,"3,355",3,5275,2,6890,3,11618,4,5312,2,2621,6,6329,3,10279,2,19462,5
E01004291,Tower Hamlets,"13,015",7,16303,7,22315,8,27781,9,21806,9,3719,8,10745,6,22578,6,26714,8
E01004292,Tower Hamlets,"14,628",7,19208,8,27476,9,31829,10,16173,7,3991,9,12797,7,23286,6,29342,9
E01004293,Tower Hamlets,"14,518",7,18923,7,23841,9,28151,9,22581,9,4049,9,7355,4,28275,8,29964,9
E01004294,Tower Hamlets,"3,952",3,7541,3,10874,5,15509,5,25829,10,2594,6,7662,4,18665,5,25369,7
E01004295,Tower Hamlets,807,1,7379,3,4735,2,10309,3,7446,3,2214,5,8169,5,17974,4,8243,1
E01004296,Tower Hamlets,"1,206",1,5874,2,6389,2,10657,3,8620,4,2291,5,13149,7,16141,4,18162,4
E01004297,Tower Hamlets,"9,911",6,16091,7,21277,8,27597,9,18281,8,4178,9,10839,6,26099,8,29108,9
E01004298,Tower Hamlets,42,1,5670,2,2837,1,6585,2,3936,2,2826,6,3427,2,4096,1,11954,2
E01004300,Tower Hamlets,"1,221",1,4101,2,3222,1,4838,1,9875,4,2620,6,10972,6,6932,1,12065,2
E01004301,Tower Hamlets,21,1,7801,3,3305,1,9389,3,2395,1,1798,4,7126,4,10874,2,15389,3
E01004302,Tower Hamlets,902,1,8929,4,7909,3,13191,4,17707,8,1395,3,9511,5,22204,6,9681,2
E01004303,Tower Hamlets,"3,841",3,4206,2,7019,3,13440,4,8128,3,2464,6,9122,5,18785,5,23222,6
E01004304,Tower Hamlets,480,1,3435,1,3193,1,7053,2,4060,2,2367,5,3953,2,8929,1,11147,2
E01004305,Tower Hamlets,"2,535",2,4961,2,5329,2,9699,3,7293,3,2311,5,5094,2,14059,3,13881,3
E01004306,Tower Hamlets,319,1,7848,3,5671,2,8447,2,1393,1,2443,6,1254,1,7621,1,25923,7
E01004307,Tower Hamlets,"4,147",3,13860,6,24683,9,30545,10,22890,9,2252,5,1930,1,25166,7,20640,5
E01004308,Tower Hamlets,464,1,7175,3,5361,2,11198,3,4438,2,2558,6,8531,5,15209,3,18424,5
E01004309,Tower Hamlets,43,1,3665,1,3549,1,4957,1,7779,3,2102,5,5965,3,5780,1,13995,3
E01004310,Tower Hamlets,150,1,3155,1,3936,1,6580,2,7483,3,1938,5,3140,1,6872,1,15761,4
E01004311,Tower Hamlets,"1,613",2,2476,1,3710,1,6926,2,657,1,2991,7,5332,3,7236,1,18602,5
E01004312,Tower Hamlets,190,1,2825,1,2758,1,7051,2,2141,1,2644,6,7218,4,6428,1,11977,2
E01004313,Tower Hamlets,"1,327",1,6510,3,8127,3,15213,5,11763,5,2213,5,5538,3,15811,4,17146,4
E01004314,Tower Hamlets,"4,741",3,12564,5,14399,6,22359,7,1335,1,4114,9,3013,1,14822,3,30078,9
E01004315,Tower Hamlets,550,1,6562,3,6721,3,11444,4,616,1,2876,6,6555,3,9775,2,17271,4
E01004316,Tower Hamlets,822,1,3828,1,5647,2,8434,2,124,1,2049,5,2623,1,8060,1,19687,5
E01004317,Tower Hamlets,170,1,2832,1,8610,4,14326,5,1789,1,2279,5,6157,3,10657,2,28293,8
E01004318,Tower Hamlets,"2,560",2,3776,1,4712,2,5505,1,4456,2,2882,6,6275,3,7828,1,14216,3
E01004319,Tower Hamlets,17,1,7300,3,3962,1,9503,3,5645,2,2028,5,6475,3,12967,3,15797,4
E01004321,Tower Hamlets,112,1,3780,1,3464,1,7867,2,4720,2,1979,5,6636,3,13628,3,19023,5
E01004322,Tower Hamlets,320,1,9484,4,7184,3,10461,3,989,1,2440,6,4883,2,10885,2,20343,5
E01004323,Tower Hamlets,57,1,7615,3,6631,3,13372,4,6565,3,2723,6,12408,7,5502,1,20496,5
E01004324,Tower Hamlets,24,1,10772,5,5287,2,8728,2,6782,3,2125,5,7219,4,2652,1,8163,1
E01004325,Tower Hamlets,276,1,5955,2,13938,6,26686,9,5960,2,1717,4,23,1,20009,5,26309,8
E01004326,Tower Hamlets,"1,327",1,9340,4,9496,4,17038,6,1686,1,2578,6,4359,2,17571,4,20144,5
E01004327,Waltham Forest,"3,057",2,7031,3,6354,2,9107,3,8686,4,955,2,6800,4,18334,5,16857,4
E01004328,Waltham Forest,"10,647",6,13275,6,14206,6,19478,6,11018,5,1455,4,1274,1,22056,6,18280,4
E01004329,Waltham Forest,"7,425",5,10119,4,11696,5,17177,6,19722,8,1174,3,3097,1,17359,4,15545,3
E01004330,Waltham Forest,"10,448",6,16066,7,17015,7,25734,8,14019,6,2129,5,2829,1,26474,8,21883,6
E01004331,Waltham Forest,"5,864",4,8223,3,10241,4,16838,6,22999,9,749,2,7475,4,19183,5,16404,4
E01004332,Waltham Forest,"4,071",3,12082,5,10968,5,15118,5,10086,4,924,2,5752,3,7275,1,14346,3
E01004333,Waltham Forest,"2,248",2,11071,5,8117,3,13058,4,8788,4,556,2,10900,6,13373,3,17332,4
E01004334,Waltham Forest,668,1,2090,1,1608,1,4449,1,7222,3,472,1,13198,7,7569,1,8549,1
E01004335,Waltham Forest,"1,581",2,4626,2,3130,1,5624,1,9703,4,629,2,8182,5,9260,1,9490,1
E01004336,Waltham Forest,"5,533",4,12881,5,13144,6,17446,6,8540,4,615,2,5649,3,23225,6,13583,3
E01004337,Waltham Forest,"2,539",2,8717,4,8892,4,15050,5,14438,6,664,2,7493,4,16571,4,14443,3
E01004338,Waltham Forest,"6,819",4,15143,6,14569,6,21426,7,15927,7,1132,3,4182,2,23656,7,22497,6
E01004339,Waltham Forest,"8,767",5,12650,5,12528,5,18098,6,12442,6,151,1,5560,3,23834,7,18798,5
E01004340,Waltham Forest,"1,463",1,3645,1,3397,1,4162,1,3404,1,547,2,9326,5,6104,1,12638,2
E01004341,Waltham Forest,"3,610",3,7689,3,6453,3,9522,3,6389,3,635,2,7822,4,14814,3,13615,3
E01004342,Waltham Forest,"7,702",5,12859,5,13130,6,18735,6,10356,5,926,2,7717,4,19095,5,15794,4
E01004343,Waltham Forest,"16,743",8,19241,8,18621,7,21108,7,12664,6,2512,6,6378,3,25564,7,22382,6
E01004344,Waltham Forest,"9,499",6,10057,4,9871,4,16122,5,4931,2,69,1,5482,3,20287,5,12739,2
E01004345,Waltham Forest,"14,073",7,12995,6,14037,6,17251,6,12329,6,2038,5,4842,2,20889,6,16227,4
E01004346,Waltham Forest,"14,995",8,12985,6,12998,5,22780,8,8353,4,3012,7,7122,4,24055,7,17766,4
E01004347,Waltham Forest,"13,434",7,15709,6,16302,7,22673,8,13403,6,2176,5,8975,5,25222,7,23465,7
E01004348,Waltham Forest,"8,862",5,11895,5,13442,6,21623,7,15061,7,1387,3,7904,4,27921,8,18879,5
E01004349,Waltham Forest,"9,632",6,7084,3,7722,3,11245,4,8496,4,290,1,10649,6,23093,6,10455,2
E01004350,Waltham Forest,"8,942",5,5722,2,7590,3,12719,4,19019,8,651,2,4276,2,13030,3,16534,4
E01004351,Waltham Forest,"21,081",9,13739,6,17132,7,17917,6,21874,9,2960,7,11628,7,21514,6,20187,5
E01004352,Waltham Forest,"27,320",10,25578,9,28236,10,25489,8,7246,3,3604,8,13105,7,26721,8,28296,8
E01004353,Waltham Forest,"20,928",9,16944,7,18194,7,17420,6,12666,6,1918,4,16367,9,25167,7,19141,5
E01004354,Waltham Forest,"22,964",9,17711,7,21006,8,24249,8,9816,4,3741,8,10157,6,21227,6,20390,5
E01004355,Waltham Forest,"12,646",7,8312,4,9576,4,11350,4,14745,7,668,2,14906,8,18449,5,15328,3
E01004356,Waltham Forest,"11,676",6,6223,3,8665,4,10715,3,10227,4,1107,3,14163,8,22272,6,12517,2
E01004357,Waltham Forest,"17,746",8,11537,5,13268,6,16074,5,16454,7,2276,5,15593,9,25241,7,16788,4
E01004358,Waltham Forest,"11,709",6,8016,3,10788,5,11852,4,14508,6,1371,3,16278,9,16115,4,22317,6
E01004359,Waltham Forest,"20,684",9,16240,7,18164,7,20133,7,18451,8,4120,9,12849,7,24479,7,20503,5
E01004360,Waltham Forest,"28,234",10,22074,8,24869,9,20270,7,12221,5,3192,7,13680,8,23178,6,18787,5
E01004361,Waltham Forest,"24,334",9,13914,6,19765,8,23439,8,16097,7,2802,6,5556,3,26857,8,15360,3
E01004362,Waltham Forest,"12,335",7,17522,7,15974,7,16290,5,6032,2,1219,3,3320,1,18110,4,23254,6
E01004363,Waltham Forest,"11,870",7,12234,5,13195,6,18156,6,16395,7,2220,5,6043,3,19238,5,19851,5
E01004364,Waltham Forest,"5,598",4,9167,4,7140,3,9997,3,4793,2,857,2,4992,2,15831,4,14067,3
E01004365,Waltham Forest,"1,359",1,7396,3,8291,3,17534,6,8016,3,406,1,6054,3,16605,4,9699,2
E01004366,Waltham Forest,"13,240",7,16515,7,16046,7,19292,6,11414,5,2588,6,3269,1,19368,5,20266,5
E01004367,Waltham Forest,"6,780",4,14641,6,11525,5,12972,4,3874,2,1881,4,4534,2,16699,4,13087,3
E01004368,Waltham Forest,"6,753",4,17715,7,14944,6,17952,6,8815,4,1398,3,5822,3,17043,4,18486,5
E01004369,Waltham Forest,"4,831",3,14353,6,15258,6,26742,9,19590,8,1777,4,10862,6,22023,6,16213,4
E01004370,Waltham Forest,"8,256",5,26362,9,21586,8,26867,9,14344,6,1944,5,5111,2,27702,8,21149,6
E01004371,Waltham Forest,"10,529",6,14666,6,14196,6,16919,6,16625,7,1946,5,2966,1,21541,6,20082,5
E01004372,Waltham Forest,"12,480",7,24008,9,24738,9,30666,10,24263,10,2840,6,3852,2,24401,7,22697,6
E01004373,Waltham Forest,"6,024",4,15456,6,13813,6,18559,6,16040,7,804,2,1329,1,16104,4,14553,3
E01004374,Waltham Forest,"7,665",5,19439,8,16350,7,21076,7,19928,9,1449,3,5668,3,22604,6,24811,7
E01004375,Waltham Forest,"6,698",4,14941,6,14441,6,20294,7,9914,4,1198,3,4444,2,21066,6,22539,6
E01004376,Waltham Forest,"7,178",5,19014,8,16552,7,20501,7,13851,6,1126,3,3081,1,13565,3,18204,4
E01004377,Waltham Forest,"22,784",9,10601,5,14469,6,18192,6,5724,2,3305,7,6416,3,20426,5,18555,5
E01004378,Waltham Forest,"13,983",7,11793,5,12562,5,13034,4,10337,5,1672,4,5789,3,24960,7,15346,3
E01004379,Waltham Forest,"17,421",8,21336,8,23455,9,25428,8,8118,3,4294,9,8971,5,26530,8,23026,6
E01004380,Waltham Forest,"15,590",8,8491,4,10688,5,15021,5,6677,3,2425,6,8676,5,19755,5,16898,4
E01004381,Waltham Forest,"14,355",7,14119,6,15601,7,21171,7,10514,5,3717,8,6588,3,25970,7,24586,7
E01004382,Waltham Forest,"6,478",4,1584,1,2565,1,5293,1,14821,7,455,1,11951,7,13603,3,9194,1
E01004383,Waltham Forest,"17,987",8,16465,7,16523,7,18680,6,17083,8,3905,9,10318,6,22511,6,18506,5
E01004384,Waltham Forest,"9,427",6,7512,3,6837,3,6470,2,16265,7,1990,5,12811,7,7722,1,7485,1
E01004385,Waltham Forest,"9,301",6,6566,3,5860,2,5723,1,4098,2,1556,4,11692,7,14674,3,13159,3
E01004386,Waltham Forest,"29,048",10,23511,9,27219,9,24801,8,17798,8,4287,9,13674,8,25645,7,22079,6
E01004387,Waltham Forest,"28,881",10,26283,9,30027,10,28740,9,18956,8,3873,9,14644,8,28189,8,25341,7
E01004388,Waltham Forest,"17,104",8,12096,5,13798,6,13337,4,11134,5,3043,7,11942,7,16814,4,21962,6
E01004389,Waltham Forest,"10,271",6,6560,3,6396,2,6960,2,11120,5,1457,4,10390,6,16053,4,9972,2
E01004390,Waltham Forest,"7,003",5,6492,3,5338,2,6100,1,11290,5,1443,3,12928,7,8974,1,6849,1
E01004391,Waltham Forest,"6,710",4,9495,4,10843,5,17216,6,6512,3,2571,6,8503,5,19486,5,20454,5
E01004392,Waltham Forest,"4,132",3,12287,5,12030,5,17193,6,6333,3,1461,4,2338,1,16348,4,14819,3
E01004393,Waltham Forest,"5,252",4,6712,3,11571,5,20234,7,16076,7,938,2,6837,4,14785,3,21131,6
E01004394,Waltham Forest,"3,052",2,6987,3,5596,2,6296,2,5016,2,1022,3,7839,4,7278,1,16229,4
E01004395,Waltham Forest,"10,985",6,19763,8,16798,7,21140,7,9439,4,2812,6,5646,3,20699,5,23762,7
E01004396,Waltham Forest,"6,006",4,15940,7,13211,6,20733,7,17242,8,2093,5,2780,1,22438,6,18717,5
E01004397,Waltham Forest,"2,265",2,10602,5,10406,4,18051,6,637,1,1142,3,5349,3,25104,7,24045,7
E01004398,Waltham Forest,"1,454",1,5166,2,3469,1,5608,1,12119,5,1089,3,8338,5,8515,1,9619,1
E01004399,Waltham Forest,"2,214",2,1958,1,1850,1,3334,1,2365,1,811,2,5515,3,11849,2,7596,1
E01004400,Waltham Forest,"4,760",3,9109,4,8027,3,10436,3,8140,3,1915,4,3197,1,17094,4,13196,3
E01004401,Waltham Forest,"11,592",6,12569,5,13378,6,15108,5,13112,6,1786,4,10361,6,16452,4,11581,2
E01004402,Waltham Forest,"3,646",3,7176,3,5071,2,8172,2,7167,3,1684,4,2944,1,21987,6,12889,2
E01004403,Waltham Forest,"6,058",4,7884,3,7885,3,13000,4,4090,2,1451,4,4895,2,15192,3,9484,1
E01004404,Waltham Forest,"3,068",3,6052,2,7264,3,10481,3,15389,7,1209,3,9152,5,11093,2,13161,3
E01004405,Waltham Forest,"3,822",3,14800,6,10180,4,11336,4,7285,3,908,2,4906,2,14063,3,17744,4
E01004406,Waltham Forest,"6,521",4,14940,6,15793,7,20621,7,13048,6,1280,3,1566,1,17225,4,19868,5
E01004407,Waltham Forest,"2,044",2,12390,5,4383,2,1966,1,10053,4,1013,3,7157,4,14131,3,8690,1
E01004408,Waltham Forest,"7,259",5,9782,4,10576,4,15468,5,5781,2,2262,5,5217,3,16708,4,25608,7
E01004409,Waltham Forest,"1,994",2,12105,5,8392,3,12425,4,5250,2,1292,3,6538,3,14679,3,22516,6
E01004410,Waltham Forest,"2,221",2,6063,2,4512,2,7690,2,4295,2,1205,3,10796,6,11454,2,15263,3
E01004411,Waltham Forest,"3,628",3,10468,4,10936,5,17067,6,3529,1,1409,3,5673,3,11601,2,19763,5
E01004412,Waltham Forest,"9,944",6,13495,6,14208,6,17222,6,11092,5,1768,4,7389,4,26586,8,25452,7
E01004413,Waltham Forest,"4,144",3,10494,5,7299,3,8398,2,11472,5,1764,4,12853,7,6567,1,6966,1
E01004414,Waltham Forest,"17,416",8,10199,4,12623,5,15236,5,4491,2,3292,7,10864,6,19765,5,15338,3
E01004415,Waltham Forest,"6,016",4,9908,4,9241,4,11901,4,7596,3,2226,5,14954,8,13101,3,9301,1
E01004416,Waltham Forest,"13,212",7,17744,7,14530,6,12335,4,8691,4,1506,4,12343,7,16536,4,14780,3
E01004417,Waltham Forest,"11,127",6,13110,6,12487,5,14255,5,6290,3,2387,5,7618,4,17699,4,16028,4
E01004418,Waltham Forest,"13,444",7,9895,4,13314,6,18354,6,9911,4,2546,6,7933,4,22740,6,16850,4
E01004419,Waltham Forest,"16,735",8,19500,8,18459,7,20853,7,9748,4,1192,3,1992,1,26058,7,17203,4
E01004420,Waltham Forest,"1,109",1,5665,2,4293,2,6072,1,3130,1,452,1,2823,1,8746,1,12303,2
E01004421,Waltham Forest,"10,833",6,13480,6,9840,4,12132,4,10195,4,1557,4,5031,2,23472,6,16291,4
E01004422,Waltham Forest,"10,992",6,10053,4,10359,4,13383,4,7376,3,1405,3,5887,3,24344,7,8046,1
E01004423,Waltham Forest,"2,749",2,11142,5,7941,3,9965,3,8010,3,457,1,2537,1,6261,1,12468,2
E01004424,Waltham Forest,"2,474",2,10007,4,5659,2,5946,1,10014,4,671,2,2956,1,11304,2,11628,2
E01004425,Waltham Forest,"4,850",3,6211,3,7388,3,13188,4,13319,6,1545,4,5549,3,20091,5,15973,4
E01004426,Waltham Forest,"12,267",7,13179,6,11444,5,15835,5,5640,2,1654,4,3922,2,18735,5,15273,3
E01004427,Waltham Forest,"8,776",5,12648,5,13305,6,20483,7,12783,6,778,2,7089,4,24143,7,13893,3
E01004428,Waltham Forest,"1,831",2,3107,1,1991,1,3578,1,13414,6,877,2,15250,8,13055,3,11802,2
E01004429,Waltham Forest,"5,229",4,13483,6,11331,5,12269,4,16528,7,892,2,12393,7,19032,5,16527,4
E01004430,Waltham Forest,"5,765",4,13397,6,14643,6,20997,7,4538,2,988,3,2978,1,14881,3,22123,6
E01004432,Waltham Forest,"10,383",6,12208,5,10858,5,16024,5,3899,2,1538,4,2542,1,19880,5,19326,5
E01004434,Waltham Forest,"6,127",4,7716,3,7621,3,10342,3,13299,6,838,2,9530,5,19707,5,13034,3
E01004435,Waltham Forest,"3,389",3,14933,6,10412,4,12005,4,7306,3,666,2,6135,3,14074,3,13145,3
E01004436,Waltham Forest,"7,928",5,16240,7,13718,6,14130,5,5834,2,655,2,2390,1,20047,5,21233,6
E01004437,Waltham Forest,"4,037",3,10266,4,10137,4,12331,4,13177,6,1421,3,3201,1,17004,4,20517,5
E01004438,Waltham Forest,"8,619",5,17797,7,16287,7,19491,7,8202,3,1552,4,3634,2,17544,4,23997,7
E01004439,Waltham Forest,"5,074",4,13069,6,12872,5,21525,7,14612,7,1657,4,7674,4,18393,5,21247,6
E01004440,Waltham Forest,"8,430",5,18641,7,15485,6,15845,5,4828,2,1707,4,651,1,20832,5,19840,5
E01004441,Waltham Forest,"9,659",6,18305,7,17272,7,22629,8,11045,5,1633,4,2226,1,25064,7,25639,7
E01004442,Waltham Forest,"9,811",6,21955,8,20983,8,24420,8,24776,10,2434,6,3549,2,24462,7,26966,8
E01004443,Waltham Forest,"4,881",3,9663,4,8790,4,11404,4,1572,1,1225,3,6080,3,13377,3,16326,4
E01004444,Waltham Forest,"3,406",3,4780,2,5529,2,9868,3,5595,2,584,2,6698,3,12156,2,12497,2
